단어,빈도,점수,빈도정규화,유사도점수,최종점수
활발하다,1,1.0,0.0,0.76,0.752
아웃소싱,1,1.0,0.0,1.0,0.8
도메인,1,1.0,0.0,0.76,0.752
심층,1,1.0,0.0,0.76,0.752
수년,1,1.0,0.0,0.76,0.752
안내,1,1.0,0.0,0.76,0.752
분쟁,1,1.0,0.0,0.76,0.752
위성,1,1.0,0.0,0.76,0.752
카푸,1,1.0,0.0,0.7,0.74
활발해지다,1,1.0,0.0,-0.07145,0.5857
슈톡,1,1.0,0.0,0.76,0.752
기대다,1,1.0,0.0,0.799931957175322,0.76
영구,1,-0.5,0.0,0.76,-0.148
상무이사,1,0.0,0.0,0.5801556649183257,0.116
마찬가지,1,1.0,0.0,0.76,0.752
프로즌,1,1.0,0.0,1.0,0.8
카르피,1,1.0,0.0,0.4,0.68
코트카,1,1.0,0.0,0.76,0.752
피칭,1,1.0,0.0,0.76,0.752
네바다,1,1.0,0.0,0.76,0.752
펑키,1,1.0,0.0,0.76,0.752
케어,1,0.0,0.0,0.76,0.152
광석,1,1.0,0.0,1.0,0.8
크롬,1,1.0,0.0,0.7,0.74
함대,1,1.0,0.0,0.76,0.752
벌다,1,1.0,0.0,0.76,0.752
저스트,1,1.0,0.0,0.76,0.752
윈윈,1,1.0,0.0,0.76,0.752
글리스텐,1,0.0,0.0,0.7855409492228608,0.1571
대치,1,1.0,0.0,0.76,0.752
하반기,1,0.0,0.0,0.76,0.152
반응,1,0.0,0.0,0.76,0.152
표준화,1,1.0,0.0,1.0,0.8
플러스,1,1.0,0.0,0.76,0.752
중재,1,0.0,0.0,1.0,0.2
핸들,1,1.0,0.0,1.0,0.8
러프,1,1.0,0.0,0.76,0.752
갈다,1,-0.3333,0.0,0.76,-0.048
차돌,1,1.0,0.0,0.76,0.752
남다,1,0.0,0.0,0.76,0.152
연초,1,1.0,0.0,0.76,0.752
벽난로,1,-0.5,0.0,0.76,-0.148
에이커,1,1.0,0.0,1.0,0.8
사옥,1,1.0,0.0,0.7,0.74
자문,1,0.0,0.0,1.0,0.2
낙찰,1,1.0,0.0,0.76,0.752
특허,1,-0.6,0.0,1.0,-0.16
처리량,1,1.0,0.0,1.0,0.8
온실가스,1,1.0,0.0,0.7656854249492381,0.7531
아시,1,1.0,0.0,0.8571,0.7714
소셜네트워크서비스,1,1.0,0.0,1.0,0.8
차이나모바일,1,1.0,0.0,1.0,0.8
이동통신,1,1.0,0.0,1.0,0.8
올림픽,1,1.0,0.0,0.7,0.74
보어,1,1.0,0.0,0.76,0.752
일가,1,1.0,0.0,0.76,0.752
레티그,1,1.0,0.0,0.7,0.74
법인세,1,0.0,0.0,0.5,0.1
대리점,1,1.0,0.0,0.76,0.752
배출,1,1.0,0.0,0.76,0.752
팩스,1,1.0,0.0,0.76,0.752
와이맥스,1,1.0,0.0,0.76,0.752
주파수,1,0.0,0.0,0.76,0.152
기성,1,1.0,0.0,0.76,0.752
단가,1,1.0,0.0,0.76,0.752
하드웨어,1,0.0,0.0,0.40344981978985056,0.0807
차리다,1,1.0,0.0,1.0,0.8
개편,1,0.0,0.0,1.0,0.2
이하,1,0.0,0.0,0.76,0.152
결합함,1,1.0,0.0,1.0,0.8
오류,1,1.0,0.0,0.76,0.752
수집,1,1.0,0.0,0.76,0.752
디지털화,1,1.0,0.0,1.0,0.8
윌슨,1,1.0,0.0,0.76,0.752
사담,1,1.0,0.0,1.0,0.8
수송량,1,1.0,0.0,1.0,0.8
전량,1,1.0,0.0,0.76,0.752
자연,1,1.0,0.0,0.76,0.752
붕게,1,1.0,0.0,0.76,0.752
중부유럽,1,1.0,0.0,0.5,0.7
모습,1,1.0,0.0,0.76,0.752
리흐코,1,1.0,0.0,0.76,0.752
해오다,1,1.0,0.0,1.0,0.8
달도,1,1.0,0.0,0.76,0.752
로사넨,1,1.0,0.0,0.76,0.752
관리자,1,0.0,0.0,1.0,0.2
영토,1,1.0,0.0,0.76,0.752
크란,1,1.0,0.0,0.76,0.752
분리,1,1.0,0.0,0.76,0.752
부업,1,1.0,0.0,0.76,0.752
보기,1,1.0,0.0,1.0,0.8
바이에른,1,1.0,0.0,0.8659450359153201,0.7732
약세,1,-0.6,0.0,0.7,-0.22
정이,1,1.0,0.0,1.0,0.8
부가가치,1,1.0,0.0,0.3751558953615729,0.675
근로,1,0.0,0.0,1.0,0.2
재원,1,1.0,0.0,0.76,0.752
채무,1,1.0,0.0,0.7,0.74
만기,1,0.0,0.0,0.76,0.152
재개발,1,1.0,0.0,0.0,0.6
루크,1,1.0,0.0,0.76,0.752
독타스,1,1.0,0.0,1.0,0.8
파이프라인,1,1.0,0.0,0.7959361206785973,0.7592
우선,1,1.0,0.0,1.0,0.8
리얼,1,1.0,0.0,1.0,0.8
밥콕,1,1.0,0.0,0.76,0.752
헤드,1,1.0,0.0,0.76,0.752
크리스털,1,1.0,0.0,0.7855409492228608,0.7571
모노,1,1.0,0.0,0.76,0.752
광전지,1,1.0,0.0,1.0,0.8
태양,1,1.0,0.0,1.0,0.8
센서,1,1.0,0.0,1.0,0.8
반도체,1,1.0,0.0,0.76,0.752
미네랄,1,1.0,0.0,1.0,0.8
크룩,1,1.0,0.0,0.76,0.752
노동,1,0.0,0.0,0.6,0.12
나스,1,-0.3333,0.0,0.0028947348308825233,-0.1994
멘스,1,1.0,0.0,0.6,0.72
서킷,1,1.0,0.0,0.7,0.74
주간,1,-0.5,0.0,1.0,-0.1
탐미,1,1.0,0.0,1.0,0.8
앵커,1,1.0,0.0,1.0,0.8
흡입,1,1.0,0.0,0.76,0.752
칼라,1,-0.3333,0.0,1.0,0.0
동월,1,0.0,0.0,0.76,0.152
프로모션,1,1.0,0.0,1.0,0.8
테흐타트,1,1.0,0.0,0.76,0.752
에넨,1,1.0,0.0,0.76,0.752
그래픽,1,1.0,0.0,0.76,0.752
페이,1,1.0,0.0,0.0,0.6
외국,1,1.0,0.0,1.0,0.8
이직,1,0.0,0.0,0.76,0.152
도매,1,1.0,0.0,1.0,0.8
릴라,1,1.0,0.0,0.76,0.752
게이트,1,1.0,0.0,0.76,0.752
소프트,1,1.0,0.0,1.0,0.8
벨트,1,1.0,0.0,0.76,0.752
액세서리,1,1.0,0.0,0.76,0.752
사무,1,0.0,0.0,0.75,0.15
토텍,1,1.0,0.0,1.0,0.8
컨버전,1,1.0,0.0,0.6178057360771498,0.7236
압프,1,0.0,0.0,0.76,0.152
식기,1,-0.3333,0.0,0.76,-0.048
조공,1,1.0,0.0,0.76,0.752
앤드류,1,1.0,0.0,0.76,0.752
냉동식품,1,1.0,0.0,0.3846,0.6769
분율,1,1.0,0.0,0.7,0.74
그치다,1,0.0,0.0,0.38262682483105614,0.0765
파벨,1,1.0,0.0,0.76,0.752
케밥,1,1.0,0.0,1.0,0.8
그릴,1,1.0,0.0,0.76,0.752
소시지,1,1.0,0.0,0.76,0.752
포르티,1,1.0,0.0,0.76,0.752
오멘,1,1.0,0.0,0.76,0.752
비수,1,1.0,0.0,1.0,0.8
아크,1,1.0,0.0,0.7,0.74
드리다,1,0.0,0.0,0.76,0.152
홀마,1,1.0,0.0,1.0,0.8
개막,1,1.0,0.0,0.76,0.752
키사,1,1.0,0.0,0.76,0.752
계열,1,1.0,0.0,1.0,0.8
릴리,1,-0.3333,0.0,1.0,0.0
급여,1,1.0,0.0,0.76,0.752
텔리,1,1.0,0.0,1.0,0.8
카피,1,1.0,0.0,0.76,0.752
물동량,1,1.0,0.0,0.76,0.752
블라디미르,1,0.0,0.0,0.76,0.152
셀러,1,1.0,0.0,1.0,0.8
가입자,1,1.0,0.0,1.0,0.8
메가폰,1,1.0,0.0,1.0,0.8
후반,1,1.0,0.0,0.76,0.752
밸리,1,1.0,0.0,0.76,0.752
컨트랙트,1,1.0,0.0,0.76,0.752
깨다,1,1.0,0.0,0.76,0.752
손잡다,1,1.0,0.0,0.76,0.752
산요,1,1.0,0.0,0.76,0.752
플랫,1,1.0,0.0,1.0,0.8
휘발유,1,1.0,0.0,0.76,0.752
하미나,1,1.0,0.0,0.76,0.752
삼림,1,1.0,0.0,1.0,0.8
점점,1,0.0,0.0,0.76,0.152
성장기,1,1.0,0.0,0.8261,0.7652
충족,1,1.0,0.0,0.76,0.752
가용,1,1.0,0.0,0.76,0.752
좌석,1,-0.3333,0.0,0.76,-0.048
공기업,1,1.0,0.0,0.76,0.752
마이크로,1,1.0,0.0,1.0,0.8
선라이즈,1,1.0,0.0,1.0,0.8
과학기술,1,1.0,0.0,1.0,0.8
물리,1,1.0,0.0,0.76,0.752
줄리아,1,1.0,0.0,0.76,0.752
핀라인스,1,-0.3333,0.0,0.76,-0.048
열악하다,1,1.0,0.0,0.76,0.752
그리말디,1,0.0,0.0,0.76,0.152
복잡하다,1,0.0,0.0,0.76,0.152
중점,1,1.0,0.0,0.76,0.752
일회용,1,1.0,0.0,0.76,0.752
전역,1,0.0,0.0,0.76,0.152
쿠스,1,1.0,0.0,1.0,0.8
노드,1,1.0,0.0,0.76,0.752
경로,1,0.0,0.0,0.76,0.152
리턴,1,1.0,0.0,0.76,0.752
코텔,1,1.0,0.0,1.0,0.8
전적,1,1.0,0.0,0.76,0.752
확정,1,1.0,0.0,0.76,0.752
페리선,1,1.0,0.0,0.0,0.6
전문점,1,1.0,0.0,1.0,0.8
바클레이스,1,1.0,0.0,0.9408810611394682,0.7882
왕립,1,1.0,0.0,0.76,0.752
스코틀랜드,1,1.0,0.0,0.6261197691835462,0.7252
세로,1,0.0,0.0,0.76,0.152
농업,1,0.0,0.0,0.76,0.152
컴포,1,1.0,0.0,0.4490693350043042,0.6898
어떻다,1,1.0,0.0,0.7,0.74
소프,1,1.0,0.0,1.0,0.8
딘무카멧,1,1.0,0.0,0.76,0.752
아스타나,1,1.0,0.0,0.743366888479324,0.7487
시사,1,1.0,0.0,0.7,0.74
증대,1,1.0,0.0,0.76,0.752
남미,1,1.0,0.0,1.0,0.8
중미,1,1.0,0.0,0.76,0.752
별도,1,0.0,0.0,0.76,0.152
트래블,1,1.0,0.0,0.76,0.752
리힘,1,1.0,0.0,0.76,0.752
제록스,1,1.0,0.0,1.0,0.8
구체,1,1.0,0.0,0.76,0.752
르꼬크,1,1.0,0.0,0.76,0.752
업다,1,1.0,0.0,0.76,0.752
탱크,1,1.0,0.0,0.76,0.752
베리,1,1.0,0.0,1.0,0.8
탑승,1,1.0,0.0,0.76,0.752
구리,1,0.0,0.0,0.76,0.152
트렌트,1,1.0,0.0,0.8182,0.7636
롤스로이스,1,1.0,0.0,0.76,0.752
프레,1,-0.6,0.0,1.0,-0.16
엔트레,1,1.0,0.0,0.76,0.752
데크,1,1.0,0.0,0.76,0.752
띄다,1,1.0,0.0,0.76,0.752
붕어,1,1.0,0.0,0.76,0.752
칼샴,1,1.0,0.0,1.0,0.8
제리,1,1.0,0.0,0.76,0.752
룬드,1,1.0,0.0,1.0,0.8
변동,1,-0.7143,0.0,0.76,-0.2766
활기,1,1.0,0.0,0.76,0.752
예견,1,1.0,0.0,1.0,0.8
피보,1,0.0,0.0,0.76,0.152
리드스코,1,0.0,0.0,1.0,0.2
산소,1,1.0,0.0,0.76,0.752
충당,1,0.0,0.0,0.76,0.152
추출,1,1.0,0.0,0.76,0.752
이륙,1,1.0,0.0,0.76,0.752
카메코,1,1.0,0.0,0.4286,0.6857
라가,1,1.0,0.0,0.7,0.74
카모,1,1.0,0.0,0.7,0.74
아폴로,1,1.0,0.0,0.76,0.752
창호,1,1.0,0.0,0.76,0.752
포르사,1,1.0,0.0,1.0,0.8
네스트,1,1.0,0.0,0.7143,0.7429
창문,1,1.0,0.0,0.76,0.752
지르다,1,1.0,0.0,1.0,0.8
유틀란트,1,1.0,0.0,0.76,0.752
윤활유,1,1.0,0.0,0.76,0.752
소유권,1,1.0,0.0,0.76,0.752
항만,1,1.0,0.0,0.76,0.752
마크,1,1.0,0.0,0.9103534500426951,0.7821
발간,1,1.0,0.0,0.76,0.752
사르다,1,1.0,0.0,1.0,0.8
악세사리,1,1.0,0.0,1.0,0.8
최소한,1,1.0,0.0,1.0,0.8
증자,1,1.0,0.0,0.76,0.752
관보,1,1.0,0.0,0.76,0.752
수운,1,1.0,0.0,1.0,0.8
셰어,1,1.0,0.0,0.76,0.752
코드,1,1.0,0.0,0.76,0.752
사오다,1,1.0,0.0,0.76,0.752
원월드,1,1.0,0.0,0.76,0.752
아메리칸,1,1.0,0.0,0.3333,0.6667
일부인,1,0.0,0.0,0.76,0.152
유조선,1,0.0,0.0,1.0,0.2
예년,1,1.0,0.0,0.7,0.74
스트럭쳐스,1,1.0,0.0,1.0,0.8
지남,1,1.0,0.0,0.76,0.752
지배,1,1.0,0.0,1.0,0.8
섹션,1,1.0,0.0,1.0,0.8
매다,1,1.0,0.0,0.76,0.752
발달,1,1.0,0.0,0.76,0.752
총리,1,0.0,0.0,0.76,0.152
팔레,1,0.0,0.0,0.76,0.152
단백질,1,1.0,0.0,0.76,0.752
파이다,1,1.0,0.0,0.755738390141654,0.7511
카요,1,1.0,0.0,0.76,0.752
포르부,1,1.0,0.0,0.76,0.752
도매업자,1,1.0,0.0,0.9688432983893173,0.7938
준금속,1,1.0,0.0,0.6842,0.7368
다소,1,1.0,0.0,0.76,0.752
영업소,1,1.0,0.0,0.76,0.752
캘린더,1,1.0,0.0,0.76,0.752
포스텔,1,1.0,0.0,1.0,0.8
수의,1,0.0,0.0,0.7,0.14
직전,1,1.0,0.0,0.76,0.752
커지다,1,1.0,0.0,0.29523333333333335,0.659
유료,1,1.0,0.0,0.76,0.752
로코,1,1.0,0.0,1.0,0.8
몽골,1,1.0,0.0,1.0,0.8
쿰푸,1,0.0,0.0,0.6329748115135448,0.1266
난징,1,1.0,0.0,0.76,0.752
라이프스타일,1,1.0,0.0,0.9537218522078514,0.7907
가입,1,1.0,0.0,1.0,0.8
세대,1,1.0,0.0,1.0,0.8
타의,1,1.0,0.0,0.76,0.752
컴포넌,1,1.0,0.0,0.6481111953970169,0.7296
필터,1,1.0,0.0,0.76,0.752
중복,1,-0.3333,0.0,1.0,0.0
알로넨,1,1.0,0.0,0.76,0.752
이키,1,1.0,0.0,0.7,0.74
로젠,1,1.0,0.0,0.76,0.752
매그너스,1,1.0,0.0,0.76,0.752
로서,1,1.0,0.0,0.76,0.752
방송사,1,1.0,0.0,0.76,0.752
사이버,1,1.0,0.0,0.2254502277174261,0.6451
접근성,1,1.0,0.0,0.75,0.75
루키건설,1,1.0,0.0,1.0,0.8
인지,1,1.0,0.0,1.0,0.8
서울,1,1.0,0.0,0.76,0.752
던지기,1,1.0,0.0,0.76,0.752
포모스,1,1.0,0.0,0.76,0.752
육류,1,0.0,0.0,1.0,0.2
입사,1,1.0,0.0,0.76,0.752
노프,1,1.0,0.0,0.76,0.752
우습다,1,1.0,0.0,0.76,0.752
알티,1,0.0,0.0,0.76,0.152
건포도,1,1.0,0.0,1.0,0.8
선구자,1,1.0,0.0,0.76,0.752
어바웃,1,1.0,0.0,1.0,0.8
호르몬,1,1.0,0.0,0.76,0.752
결단,1,1.0,0.0,0.7,0.74
금융투자,1,1.0,0.0,0.76,0.752
미고,1,1.0,0.0,0.76,0.752
어리다,1,1.0,0.0,1.0,0.8
미수,1,1.0,0.0,0.76,0.752
요제프,1,1.0,0.0,0.76,0.752
설치다,1,1.0,0.0,0.5408291871689374,0.7082
바니,1,1.0,0.0,0.76,0.752
자동,1,1.0,0.0,0.38094999999999996,0.6762
청문회,1,1.0,0.0,0.76,0.752
스니드,1,1.0,0.0,0.76,0.752
시대,1,1.0,0.0,0.76,0.752
사령탑,1,1.0,0.0,0.76,0.752
취소,1,-0.6,0.0,0.76,-0.208
조짐,1,1.0,0.0,0.76,0.752
발신,1,1.0,0.0,0.76,0.752
자세하다,1,1.0,0.0,0.76,0.752
옐로우,1,1.0,0.0,0.7,0.74
미가,1,1.0,0.0,0.76,0.752
나이,1,1.0,0.0,1.0,0.8
유발,1,1.0,0.0,0.76,0.752
제이슨,1,1.0,0.0,0.76,0.752
데뷔전,1,1.0,0.0,0.76,0.752
예루살렘,1,1.0,0.0,0.76,0.752
윌리엄스,1,1.0,0.0,0.76,0.752
자와드,1,1.0,0.0,0.76,0.752
라보,1,1.0,0.0,0.76,0.752
인테리어,1,1.0,0.0,0.76,0.752
주방,1,1.0,0.0,0.76,0.752
홈웨어,1,1.0,0.0,0.35715,0.6714
헐다,1,0.0,0.0,0.76,0.152
안트베르펜,1,1.0,0.0,1.0,0.8
빌바오,1,1.0,0.0,0.76,0.752
지급,1,-0.6,0.0,0.76,-0.208
환급,1,1.0,0.0,0.76,0.752
그레이프바인,1,1.0,0.0,1.0,0.8
중공업,1,1.0,0.0,0.76,0.752
미쓰비시,1,1.0,0.0,0.76,0.752
공학자,1,1.0,0.0,1.0,0.8
재편,1,1.0,0.0,0.76,0.752
패키지,1,1.0,0.0,0.7,0.74
작성,1,1.0,0.0,0.76,0.752
방문,1,1.0,0.0,1.0,0.8
진보,1,1.0,0.0,0.76,0.752
작전,1,1.0,0.0,0.76,0.752
응용,1,1.0,0.0,0.76,0.752
육군,1,1.0,0.0,0.76,0.752
종합,1,1.0,0.0,0.76,0.752
어폰오,1,1.0,0.0,0.76,0.752
위험,1,1.0,0.0,0.76,0.752
폐쇄하,1,1.0,0.0,-0.75,0.45
군데,1,1.0,0.0,0.76,0.752
소재,1,1.0,0.0,0.76,0.752
의약품,1,1.0,0.0,0.7,0.74
오리,1,1.0,0.0,0.25,0.65
발사,1,1.0,0.0,1.0,0.8
업로드,1,1.0,0.0,1.0,0.8
부에나비스타,1,1.0,0.0,0.9134470101675165,0.7827
신트라,1,1.0,0.0,0.76,0.752
장관,1,1.0,0.0,0.76,0.752
신부,1,1.0,0.0,0.76,0.752
유치,1,1.0,0.0,1.0,0.8
원예,1,1.0,0.0,0.76,0.752
빌리다,1,1.0,0.0,1.0,0.8
말키,1,1.0,0.0,0.76,0.752
고의,1,1.0,0.0,1.0,0.8
왜건,1,1.0,0.0,0.76,0.752
엔터프라이즈,1,0.0,0.0,1.0,0.2
교사,1,1.0,0.0,0.76,0.752
교실,1,1.0,0.0,0.76,0.752
콩고,1,1.0,0.0,0.76,0.752
리가,1,0.0,0.0,0.76,0.152
카탈로그,1,1.0,0.0,1.0,0.8
발송,1,1.0,0.0,0.76,0.752
접수,1,0.0,0.0,0.76,0.152
입력,1,1.0,0.0,0.7,0.74
통찰,1,1.0,0.0,0.76,0.752
도르다,1,1.0,0.0,1.0,0.8
놓다,1,1.0,0.0,0.76,0.752
스트렐,1,1.0,0.0,0.76,0.752
건립,1,1.0,0.0,0.76,0.752
플라자,1,1.0,0.0,0.76,0.752
사건,1,1.0,0.0,0.76,0.752
금제,1,1.0,0.0,0.76,0.752
비싸다,1,0.0,0.0,1.0,0.2
가폰,1,1.0,0.0,1.0,0.8
지원이,1,1.0,0.0,1.0,0.8
컨텐츠,1,1.0,0.0,0.76,0.752
하므다,1,1.0,0.0,0.76,0.752
마일,1,1.0,0.0,0.76,0.752
텍스트,1,1.0,0.0,0.76,0.752
날짜,1,1.0,0.0,0.76,0.752
슈퍼마켓,1,1.0,0.0,1.0,0.8
코우볼라,1,1.0,0.0,0.76,0.752
전화번호부,1,1.0,0.0,0.8361075720009838,0.7672
블루,1,-0.3333,0.0,0.76,-0.048
포엘,1,1.0,0.0,0.76,0.752
지하철,1,1.0,0.0,1.0,0.8
말르다,1,1.0,0.0,0.76,0.752
라떼,1,1.0,0.0,0.76,0.752
가일,1,1.0,0.0,0.76,0.752
멜른,1,1.0,0.0,0.76,0.752
닐스,1,1.0,0.0,0.76,0.752
휴가,1,1.0,0.0,0.76,0.752
근처,1,1.0,0.0,1.0,0.8
리조트,1,0.0,0.0,1.0,0.2
스파,1,1.0,0.0,0.76,0.752
타흐코,1,1.0,0.0,0.76,0.752
편이,1,0.0,0.0,0.76,0.152
페코니,1,1.0,0.0,0.76,0.752
수오,1,1.0,0.0,0.5598765915912519,0.712
린지,1,1.0,0.0,0.76,0.752
품종,1,1.0,0.0,1.0,0.8
라이트,1,1.0,0.0,0.9285749999999998,0.7857
매끄럽다,1,1.0,0.0,0.76,0.752
엄청나다,1,1.0,0.0,0.6,0.72
프로세서,1,1.0,0.0,1.0,0.8
아톰,1,1.0,0.0,0.76,0.752
디아,1,1.0,0.0,1.0,0.8
판카,1,1.0,0.0,1.0,0.8
생태계,1,1.0,0.0,0.76,0.752
울트라,1,1.0,0.0,0.76,0.752
금융기관,1,1.0,0.0,1.0,0.8
레콤,1,1.0,0.0,1.0,0.8
끊임없다,1,1.0,0.0,1.0,0.8
앤틸,1,1.0,0.0,0.76,0.752
레미넨,1,1.0,0.0,1.0,0.8
스테이션,1,1.0,0.0,0.76,0.752
무인,1,1.0,0.0,0.76,0.752
장점,1,1.0,0.0,0.5,0.7
책정,1,1.0,0.0,0.76,0.752
폴리텍,1,1.0,0.0,0.7,0.74
공모전,1,1.0,0.0,0.76,0.752
유연하다,1,1.0,0.0,0.76,0.752
리뉴얼,1,1.0,0.0,0.76,0.752
버전,1,0.0,0.0,1.0,0.2
물이,1,1.0,0.0,0.76,0.752
멋지다,1,1.0,0.0,0.29523333333333335,0.659
스카이라인,1,1.0,0.0,1.0,0.8
피아노,1,1.0,0.0,1.0,0.8
렌조,1,1.0,0.0,0.76,0.752
과거,1,1.0,0.0,0.76,0.752
양돈,1,1.0,0.0,0.76,0.752
매체,1,1.0,0.0,0.76,0.752
취했다,1,1.0,0.0,0.76,0.752
간소화,1,1.0,0.0,0.76,0.752
시몬,1,1.0,0.0,0.76,0.752
레나,1,1.0,0.0,0.7,0.74
협동조합,1,1.0,0.0,1.0,0.8
헨델스방켄,1,1.0,0.0,1.0,0.8
리델,1,1.0,0.0,0.76,0.752
오토텍,1,1.0,0.0,1.0,0.8
보탰다,1,1.0,0.0,0.76,0.752
냉각,1,1.0,0.0,0.76,0.752
렌탈업체,1,1.0,0.0,0.76,0.752
연매출,1,1.0,0.0,0.76,0.752
투여,1,1.0,0.0,0.76,0.752
진정제,1,1.0,0.0,0.7723494551175166,0.7545
링거,1,1.0,0.0,0.76,0.752
인공호흡,1,1.0,0.0,0.76,0.752
삽관,1,1.0,0.0,0.76,0.752
중환자실,1,1.0,0.0,1.0,0.8
프리펙스,1,1.0,0.0,1.0,0.8
조언,1,1.0,0.0,0.7,0.74
자의,1,1.0,0.0,0.76,0.752
순환,1,1.0,0.0,0.76,0.752
마이클,1,1.0,0.0,0.7223905011137408,0.7445
태블릿,1,1.0,0.0,0.76,0.752
테일,1,1.0,0.0,0.7,0.74
오스트레일리아,1,1.0,0.0,0.7100579592748159,0.742
웨스턴,1,1.0,0.0,-0.3333,0.5333
말레이시아인,1,1.0,0.0,0.9333400000000001,0.7867
야후,1,1.0,0.0,0.76,0.752
만들기,1,1.0,0.0,0.76,0.752
자원봉사자,1,1.0,0.0,0.8270753529892606,0.7654
볼티모어,1,0.0,0.0,0.0,0.0
디포,1,1.0,0.0,0.76,0.752
촉진,1,1.0,0.0,0.7,0.74
아울렛,1,1.0,0.0,0.76,0.752
전국,1,1.0,0.0,0.76,0.752
누르미넨,1,1.0,0.0,0.76,0.752
로지,1,1.0,0.0,0.8318082282964114,0.7664
스테판,1,1.0,0.0,0.76,0.752
오노디,1,1.0,0.0,1.0,0.8
레퍼런스,1,1.0,0.0,0.76,0.752
측면,1,0.0,0.0,1.0,0.2
시공,1,1.0,0.0,0.76,0.752
마우스,1,0.0,0.0,0.8094138614941118,0.1619
패드,1,1.0,0.0,0.76,0.752
컨트롤,1,1.0,0.0,0.7,0.74
화소,1,1.0,0.0,0.76,0.752
공공,1,1.0,0.0,0.7,0.74
바로,1,0.0,0.0,0.76,0.152
지하철역,1,1.0,0.0,1.0,0.8
원목,1,1.0,0.0,0.76,0.752
통나무,1,1.0,0.0,0.0,0.6
두드러지다,1,1.0,0.0,0.5143,0.7029
받아들이다,1,1.0,0.0,1.0,0.8
열정,1,1.0,0.0,0.76,0.752
운영자,1,1.0,0.0,0.76,0.752
중순,1,-0.5,0.0,0.76,-0.148
콤비나트,1,1.0,0.0,0.76,0.752
리하,1,1.0,0.0,1.0,0.8
베레,1,1.0,0.0,1.0,0.8
스틱스,1,1.0,0.0,0.76,0.752
몰입,1,1.0,0.0,0.76,0.752
고급,1,1.0,0.0,0.76,0.752
고성,1,1.0,0.0,0.76,0.752
심닥스,1,1.0,0.0,0.76,0.752
사설,1,1.0,0.0,0.76,0.752
스턴,1,-0.3333,0.0,1.0,0.0
배우,1,1.0,0.0,0.76,0.752
외부,1,0.0,0.0,0.76,0.152
화폐,1,1.0,0.0,0.76,0.752
현명하다,1,1.0,0.0,0.76,0.752
잡지인,1,1.0,0.0,0.3333,0.6667
웃돌,1,1.0,0.0,0.76,0.752
수주량,1,1.0,0.0,0.8710000000000001,0.7742
제출,1,1.0,0.0,0.76,0.752
신청서,1,1.0,0.0,1.0,0.8
독자,1,0.0,0.0,0.76,0.152
버스터,1,1.0,0.0,0.8499376418553709,0.77
바일,1,1.0,0.0,1.0,0.8
마트,1,1.0,0.0,0.834314575050762,0.7669
사다,1,1.0,0.0,0.76,0.752
티셋,1,1.0,0.0,0.76,0.752
유우,1,1.0,0.0,0.76,0.752
언론,1,0.0,0.0,0.76,0.152
허스트,1,1.0,0.0,0.7,0.74
결실,1,1.0,0.0,0.76,0.752
더군다나,1,1.0,0.0,0.76,0.752
발언,1,0.0,0.0,1.0,0.2
다겐스,1,1.0,0.0,0.76,0.752
구급차,1,1.0,0.0,0.76,0.752
가나,1,1.0,0.0,0.76,0.752
구내,1,1.0,0.0,0.76,0.752
첸나이,1,1.0,0.0,1.0,0.8
소니,1,1.0,0.0,0.76,0.752
제시,1,-0.6,0.0,0.76,-0.208
과학,1,1.0,0.0,1.0,0.8
고등,1,1.0,0.0,0.7,0.74
자치,1,1.0,0.0,0.7,0.74
리드,1,1.0,0.0,1.0,0.8
독서,1,1.0,0.0,0.76,0.752
센티,1,1.0,0.0,0.76,0.752
구성원,1,1.0,0.0,0.76,0.752
신흥,1,1.0,0.0,0.76,0.752
주목,1,1.0,0.0,0.76,0.752
건재,1,1.0,0.0,0.76,0.752
펀더멘털,1,1.0,0.0,0.76,0.752
시멘트,1,1.0,0.0,0.76,0.752
필리핀,1,1.0,0.0,0.76,0.752
에코,1,1.0,0.0,0.76,0.752
와트,1,1.0,0.0,1.0,0.8
지불,1,1.0,0.0,0.76,0.752
베네수엘라,1,1.0,0.0,0.76,0.752
포털,1,1.0,0.0,0.76,0.752
남바,1,1.0,0.0,1.0,0.8
아야,1,1.0,0.0,0.76,0.752
서쪽,1,1.0,0.0,0.76,0.752
지키다,1,1.0,0.0,1.0,0.8
베르,1,1.0,0.0,1.0,0.8
부가세,1,0.0,0.0,0.6666666666666666,0.1333
미세,1,1.0,0.0,1.0,0.8
사미,1,0.0,0.0,0.76,0.152
힐튼,1,1.0,0.0,0.76,0.752
수용,1,1.0,0.0,0.76,0.752
객실,1,1.0,0.0,0.76,0.752
뉴욕시,1,1.0,0.0,1.0,0.8
텔란,1,1.0,0.0,0.76,0.752
재산,1,1.0,0.0,0.76,0.752
지자체,1,1.0,0.0,0.5,0.7
르빈델센,1,1.0,0.0,0.76,0.752
스프,1,1.0,0.0,1.0,0.8
르티할,1,1.0,0.0,1.0,0.8
포레스트,1,1.0,0.0,1.0,0.8
게르,1,1.0,0.0,0.76,0.752
볼보,1,1.0,0.0,0.76,0.752
뮌헨,1,1.0,0.0,0.7,0.74
소득,1,1.0,0.0,0.7,0.74
마는,1,1.0,0.0,0.76,0.752
포지셔닝,1,1.0,0.0,0.76,0.752
벗어나다,1,1.0,0.0,0.6,0.72
연합,1,-0.3333,0.0,-0.3333,-0.2666
